open_time,open,high,low,close,volume,return_1,return_3,rolling_vol,volume_change,future_close,label
2026-06-12 12:20:00,63650.01,63652.01,63557.72,63564.01,49.34885,-0.001350981932442985,-0.0016706355451309163,0.0007162489396937587,1.5422271974679136,63417.91,0
2026-06-12 12:25:00,63564.01,63564.02,63463.03,63463.19,46.16754,-0.0015861176788563025,-0.0026996158402187165,0.0007866727875232487,-0.06446573729681637,63430.8,0
2026-06-12 12:30:00,63463.19,63568.56,63450.0,63557.25,53.59246,0.0014821190047331623,-0.0014571877454830906,0.0011278399236789337,0.1608255497260629,63497.58,0
2026-06-12 12:35:00,63557.26,63568.55,63401.38,63417.91,67.08427,-0.0021923541374114786,-0.0022984704709473336,0.0013480073404492563,0.25174828697917584,63431.89,1
2026-06-12 12:40:00,63417.91,63488.0,63388.76,63430.8,56.74119,0.00020325488493710964,-0.000510374596675689,0.0013946884466221193,-0.15418040622637763,63465.51,1
2026-06-12 12:45:00,63430.8,63531.99,63410.45,63497.58,49.70687,0.0010528008475376716,-0.0009388386061385257,0.0015192551575472148,-0.12397202103093008,63426.0,0
2026-06-12 12:50:00,63497.58,63550.15,63428.56,63431.89,49.30531,-0.0010345276150681704,0.0002204424586049747,0.0014846770247971153,-0.00807856137391072,63462.01,1
2026-06-12 12:55:00,63431.89,63494.0,63378.0,63465.51,39.01604,0.0005300173146347564,0.0005472105034147745,0.0013786715995858137,-0.2086848252247071,63487.96,1
2026-06-12 13:00:00,63465.52,63492.14,63395.37,63426.0,26.0815,-0.0006225428583178649,-0.0011272870556642278,0.0011819707476372267,-0.33151852417621064,63503.04,1
2026-06-12 13:05:00,63425.99,63507.76,63424.72,63462.01,28.67011,0.0005677482420458624,0.00047484002132058833,0.0007911833297731353,0.0992508099610836,63417.91,0
2026-06-12 13:10:00,63462.02,63487.97,63368.97,63487.96,55.73651,0.00040890605261312274,0.00035373543835071075,0.0008001169470469798,0.9440633468096216,63407.99,0
2026-06-12 13:15:00,63487.96,63532.59,63445.98,63503.04,46.10922,0.00023752535126342345,0.001214643836912277,0.0006757840925180512,-0.17272861182015165,63247.13,0
2026-06-12 13:20:00,63503.04,63503.05,63390.0,63417.91,18.86659,-0.0013405657429943485,-0.0006949039275623292,0.0007750571518503266,-0.5908282551732604,63381.49,0
2026-06-12 13:25:00,63417.91,63424.0,63353.64,63407.99,42.15572,-0.00015642268879567656,-0.0012596089085237239,0.0007236704265617853,1.2344111999041694,63138.01,0
